show_id,title,date_added,release_year,duration,description,tipo_id,rating_id
s841,Baggio: The Divine Ponytail,2021-05-26,2021,92,"The story of Roberto Baggio, one of the best soccer players of all time, including his career highs, triumphs over injuries and discovery of Buddhism.",0,0
s847,Home,2021-05-25,2015,94,"When misfit alien Oh mistakenly sends a party invite to the entire galaxy, he goes on the run to avoid trouble and befriends spunky human girl Tip.",0,3
s851,99 Songs,2021-05-21,2021,131,"Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey.",0,1
s854,Army of the Dead,2021-05-21,2021,148,"After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever.",0,4
s860,Asmaa,2021-05-20,2011,92,"Constantly denied medical treatment, an HIV positive woman confronts societal stigma with unexpected courage. Inspired by true events.",0,1
s864,Spy Kids: All the Time in the World,2021-05-20,2011,88,Twins Rebecca and Cecil spring into action with their retired secret agent stepmother to stop a time-manipulating mastermind and his nefarious plans.,0,3
s866,Sabotage,2021-05-19,2014,109,"A crack team of DEA agents plots a daring heist, making off with $10 million in drug money. They soon find themselves targets of an unknown killer.",0,4
s867,Small Town Crime,2021-05-19,2017,92,"When a disgraced ex-cop discovers a dying woman, he's compelled to track down her killer — an act of self-redemption that takes him down a dark path.",0,4
s871,Amy Tan: Unintended Memoir,2021-05-18,2021,101,"From her painful past to her successful career after ""The Joy Luck Club,"" groundbreaking writer Amy Tan shares her life story in this documentary.",0,1
s872,Sardar Ka Grandson,2021-05-18,2021,140,"A devoted grandson’s mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair.",0,1
s873,Sleight,2021-05-16,2016,89,"Struggling to raise his little sister on his own, a young street magician turns to drug dealing, unaware of how ruthless his supplier can be.",0,4
s874,Ahaan,2021-05-15,2021,81,"Jilted by his wife, a man with OCD finds eye-opening common ground and camaraderie with his neighbor, a young man with Down Syndrome.",0,0
s878,Cinema Bandi,2021-05-14,2021,99,A struggling rickshaw driver’s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.,0,0
s879,Ferry,2021-05-14,2021,107,"Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life.",0,0
s880,Halston,2021-05-14,2021,1,His name built an empire. His style defined an era. American fashion designer Halston skyrockets to fame before his life starts to spin out of control.,1,0
s882,I Am All Girls,2021-05-14,2021,107,A relentless detective finds common ground with a killer systematically targeting the perpetrators running a powerful child-trafficking ring.,0,0
s883,Jungle Beat: The Movie,2021-05-14,2021,90,"When a lost and lonely alien crash-lands on Earth, his new crew of talking animal friends helps him get back home — and try to save the world!",0,7
s886,Table Manners,2021-05-14,2018,104,"When a housewife's picture-perfect life comes crashing down, she finds solace and hope through cooking, family and love.",0,0
s888,The Strange House,2021-05-14,2020,100,"When a big-city family moves to a remote town, two young brothers and their new friends try to solve the menacing mystery that haunts their home.",0,0
s890,The Woman in the Window,2021-05-14,2021,102,"Confined to her home by agoraphobia, a psychologist becomes obsessed with her new neighbors — and solving a brutal crime she witnesses from her window.",0,4
s892,Layer Cake,2021-05-13,2004,105,"A suave, steely-eyed London cocaine dealer's retirement plans hit a violent snag when his boss asks him to do one more job.",0,4
s893,Tottaa Pataaka Item Maal,2021-05-13,2018,107,"Exasperated with living in perpetual fear for their safety, four women kidnap a man to show him the realities of being female in Delhi.",0,0
s895,Dance of the Forty One,2021-05-12,2021,99,A gay congressman marries the Mexican president's daughter but cavorts with a young man at a secret club. And then scandal hits. Based on a true story.,0,0
s896,Oxygen,2021-05-12,2021,102,"After waking up in a cryogenic unit, Liz fights to survive and remember who she is before her oxygen runs out.",0,1
s900,Illegal Woman,2021-05-11,2020,119,An immigration lawyer and a Nigerian woman caught in a ring of corruption team up to uncover the truth behind a suspicious death in a detention center.,0,0
s902,Deadly Switch,2021-05-10,2019,86,"In this indie thriller, a foreign exchange student moves in with her roommate's family who grieves over the daughter they would do anything to get back.",0,5
s904,Nayattu,2021-05-09,2021,122,Three police officers become pawns for unscrupulous lawmakers when they are framed in an incident amid political elections and must flee to evade arrest.,0,0
s905,Sleepless,2021-05-08,2017,95,"A Las Vegas cop attempts to rob a drug shipment from a casino kingpin, but the heist goes horribly wrong, leading to the kidnapping of his son.",0,4
s906,Super Me,2021-05-08,2021,104,A struggling screenwriter discovers his lucrative ability to bring antiques from his dreams into the real world — but his new life soon unravels.,0,1
s907,Have You Ever Seen Fireflies? - Theatre Play,2021-05-07,1999,118,Yılmaz Erdoğan's lauded stage play traces the life of wunderkind Gülseren as she navigates social and political change.,0,0
s910,Milestone,2021-05-07,2021,98,"Recently marking 500,000 kilometers on the road, a newly bereaved trucker faces the threat of losing the job that has come to define him to a new intern.",0,1
s911,Monster,2021-05-07,2021,99,A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system that’s already judged him.,0,0
s914,Time to Dance,2021-05-07,2020,107,"When a ballroom dancer’s shot at a crucial tournament is jeopardized, a street dancer must face his own painful past and step up as her new partner.",0,5
s915,Unrest,2021-05-07,2017,97,"In this heart-wrenching documentary, a 28-year-old Ph.D. student turns the camera on herself to capture her struggles with chronic fatigue syndrome.",0,0
s916,And Tomorrow the Entire World,2021-05-06,2020,112,A law student joins an anti-fascist group and finds herself sucked into increasingly dangerous situations and drawn more and more to violence.,0,0
s917,Dead Man Down,2021-05-06,2013,118,An enforcer plotting revenge against the ruthless criminal he works for is blackmailed by a mysterious neighbor looking to exact vengeance of her own.,0,4
s918,Framing John DeLorean,2021-05-05,2019,109,"From his rise in the auto industry to his fall from grace, John DeLorean's legacy of power, fast cars and drugs comes to life in this documentary.",0,0
s923,The Clovehitch Killer,2021-05-04,2018,109,A teenager's picture-perfect family is torn apart when he uncovers unnerving evidence of a serial killer close to home.,0,0
s925,Aliens Stole My Body,2021-05-01,2020,88,The Galactic Patrol is on the hunt for Deputy Rod Allbright's body. Now they must team up with old and new friends to stop the body-snatching fiend.,0,3
s927,Au coeur des gangs,2021-05-01,2006,97,"In Los Angeles, recently paroled O2 teams up with a street-smart hustler when a gang hijacks his car and holds his son for ransom.",0,4
s929,Best of the Best,2021-05-01,1989,97,Personal problems and racial tensions distract the members of a U.S. karate team handpicked to compete in an international martial arts competition.,0,2
s931,Due Date,2021-05-01,2010,95,"Days before his pregnant wife's due date, Peter lands on the ""no-fly"" list, forcing him to drive across the country with an irritating slacker.",0,4
s932,Fun with Dick & Jane,2021-05-01,2005,91,"After losing their high-paying corporate jobs, an upwardly mobile couple turns to robbing banks to maintain their standard of living.",0,2
s933,Green Zone,2021-05-01,2010,115,"A US Army officer uncovers a conspiracy about weapons of mass destruction in Iraq, launching a crusade that creates enemies within his own military.",0,4
s934,Hachi: A Dog's Tale,2021-05-01,2009,93,"When his master dies, a loyal pooch named Hachiko keeps a vigil for more than a decade at the train station where he once greeted his owner every day.",0,6
s935,JT LeRoy,2021-05-01,2018,109,"In an elaborate hoax, a young woman pretends to be the acclaimed writer JT LeRoy, a fictional persona invented by her writer sister-in-law.",0,4
s936,Madagascar 3: Europe's Most Wanted,2021-05-01,2012,96,"Next stop: New York! But to get back home, Alex and friends must hitch a ride with a traveling European circus and evade an evil animal-control officer.",0,3
s943,Mystic River,2021-05-01,2003,138,"Haunted by a monstrous crime, three childhood friends in Boston cross paths again decades later in connection with a murder investigation.",0,4
s944,Never Back Down,2021-05-01,2008,113,"When a quick-tempered teen moves to a new town and faces the challenges of attending a new high school, he seeks solace in an underground fight club.",0,2
s945,S.M.A.R.T Chase,2021-05-01,2018,94,A disgraced security agent who specializes in transporting valuable objects gets a shot at redemption when he's hired to safeguard a precious antique.,0,0
s946,Sitting in Limbo,2021-05-01,2020,89,"After living 50 years in the UK, Anthony Bryan is wrongfully detained by the government and threatened with deportation. Based on true events.",0,0
s947,Stargate,2021-05-01,1994,121,An Egyptologist joins a mission into the unknown when he helps the military unlock the mystery of a stone archway that's a portal to another universe.,0,2
s948,State of Play,2021-05-01,2009,127,A veteran journalist teams up with a young reporter to untangle a web of lies surrounding the suspicious death of a woman tied to a powerful politician.,0,2
s949,Swiped,2021-05-01,2018,94,"When two college roommates develop a discreet hookup app, casual affairs – and complications – soon run rampant on campus.",0,1
s950,The Darkest Hour,2021-05-01,2011,89,Young Americans visit Moscow when the city is turned upside down by an alien invasion and band together with the locals to fight back.,0,2
s951,The Lovely Bones,2021-05-01,2009,136,"In the aftermath of her murder, 14-year-old Susie watches from beyond as her loved ones mourn and search for her killer who is hiding in plain sight.",0,2
s952,The Sweetest Thing,2021-05-01,2002,89,"After meeting her potential soul mate, a commitment-averse young woman hits the road with her best friend on a wild, raunchy misadventure to find him.",0,4
s953,The Whole Nine Yards,2021-05-01,2000,99,An unhappily married dentist becomes mixed up with mobsters and murder plots when he discovers that a notorious hit man has moved in next door.,0,4
s954,The Whole Truth,2021-05-01,2016,93,"Trying to earn an acquittal for a teen client accused of murdering his wealthy father, a defense attorney uncovers disturbing facts about the victim.",0,4
s955,The Yeti Adventures,2021-05-01,2018,85,An explorer and a detective set off for the snow-capped Himalayas to try to prove the existence of the mystical Yeti in this animated adventure.,0,5
s956,Under Siege,2021-05-01,1992,102,A disgruntled former CIA operative and his group of terrorists commandeer a nuclear battleship. Standing in their way is one tough cook.,0,4
s957,Zack and Miri Make a Porno,2021-05-01,2008,101,Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.,0,4
s960,The Disciple,2021-04-30,2021,128,"Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive.",0,0
s963,The Strangers: Prey at Night,2021-04-30,2018,85,Home-invasion horror comes to the trailer park when a family arrives at a mobile home community to find nobody there but a trio of masked murderers.,0,4
s967,Get the Grift,2021-04-28,2021,95,"After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together.",0,0
s970,August: Osage County,2021-04-27,2014,121,"When their father disappears, three strong-willed women return to their childhood home and to their equally strong-willed mother.",0,4
s971,Battle: Los Angeles,2021-04-27,2011,116,"Led by their skillful staff sergeant, a platoon of gutsy Marines fights to protect all humankind from astonishingly powerful aliens.",0,2
s972,Between Worlds,2021-04-27,2018,91,"Grieving for his dead wife and daughter, a trucker plunges into a romance with a mother who needs his help. The dead, however, are far from gone.",0,4
s974,One,2021-04-27,2020,149,A formidable Kerala chief minister’s party loyalties and personal principles are tested when a damning social media post sparks a heated power struggle.,0,5
s975,Ram Prasad Ki Tehrvi,2021-04-24,2019,113,"Conflicts, complications and confrontations make for an emotional and eventful affair when a multigenerational family reunites in Lucknow.",0,1
s977,Among Family,2021-04-23,2017,127,"Amid a marital crisis, Fikret befriends songstress Solmaz after a wacky encounter and must fill in as the father of her soon-to-wed daughter.",0,1
s978,Dedemin Fisi,2021-04-23,2016,101,"When a brain-dead family patriarch is about to be taken off life support, his extended family gathers round and plots to see who'll get his money.",0,1
s979,Deliha,2021-04-23,2014,102,"Short on sense but long on self-confidence, dotty Deliha sets her sights on a hunky photographer who opens up shop in her neighborhood.",0,0
s980,Düğün Dernek,2021-04-23,2013,102,"On the first day of Ramadan, Ismail joins friends on a road trip to a mosque and encounters his son, who, to Ismail's chagrin, plans a hasty wedding.",0,0
s981,Dügün Dernek 2: Sünnet,2021-04-23,2015,107,Ismail and his old screwball crew land themselves in hot water when his grandson's circumcision evolves into a buzz-making citywide event.,0,0
s982,G.O.R.A,2021-04-23,2004,123,"Carpet dealer and UFO photo forger Arif is abducted by aliens. On the planet Gora, he helps friends escape from a meteorite strike and find freedom.",0,0
s983,Hayat Öpücügü,2021-04-23,2015,98,"High-strung Metin finally stops seeing doom and gloom around every corner when he meets vivacious Hayat, but she has her own soul-searching to do.",0,1
s984,Heroes: Silence and Rock & Roll,2021-04-23,2021,95,"An exploration of the rise of Héroes del Silencio, the seminal 1980s Spanish rock band. Anchored by Enrique Bunbury, they focused on a harder sound.",0,0
s985,Kara Bela,2021-04-23,2015,101,The uneventful life of middle-aged Kudret turns upside down when a road trip turns into a wild race for survival with killers in hot pursuit.,0,0
s986,Kocan Kadar Konus,2021-04-23,2015,104,A 30-year-old who's never taken the traditional path to love is tutored by her friends and family before reconnecting with her high school crush.,0,0
s987,Kocan Kadar Konus 2: Dirilis,2021-04-23,2016,104,"Efsun has found Mr. Right in Sinan, and their relationship is taking a serious turn. But their eccentric families quickly complicate the romance.",0,1
s989,Let's Fight Ghost,2021-04-23,2021,1,"A med student with a supernatural gift tries to cash in on his abilities by facing off against ghosts, till a wandering spirit brings romance instead.",1,1
s990,My Travel Buddy,2021-04-23,2017,111,"Days before Eid, a salesman fired from his job drives to Ayvalık to meet his girlfriend's family, but the trip goes astray due to his zany travel buddy.",0,0
s991,Niyazi Gül Dörtnala,2021-04-23,2015,102,"Seeking the formula behind a magical elixir bequeathed to him by his father, a veterinary professor gets embroiled in a mobster's horse-racing scheme.",0,0
s992,One Like It,2021-04-23,2020,15,This short film follows a day in the life of a young woman in Egypt and how her interactions with others expose long-standing stereotypes and biases.,0,8
s995,This Lady Called Life,2021-04-23,2020,120,"Abandoned by her family, young single mother Aiye struggles to survive but stays focused on her dream of becoming an elite chef.",0,1
s996,Vizontele,2021-04-23,2001,106,"In 1974, a rural town in Anatolia gets its first television set – an event that's met with both excitement and trepidation by the villagers.",0,0
s997,HOMUNCULUS,2021-04-22,2021,116,Truth and illusion blurs when a homeless amnesiac awakens from an experimental medical procedure with the ability to see people's innermost traumas.,0,0
s1000,Stowaway,2021-04-22,2021,116,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,0,0
s1002,Oloibiri,2021-04-21,2015,86,"After drilling depletes a small village, a corporation finds more oil in the region, igniting tensions among the community.",0,1
s1003,Tell Me When,2021-04-21,2021,97,Workaholic Will puts his humdrum life in LA on hold to fulfill his grandpa's last wish: visiting Mexico City's most iconic sights and falling in love.,0,0
s1014,Miss Sloane,2021-04-19,2016,132,A tenacious Capitol Hill lobbyist with a well-earned reputation for winning takes on the most challenging battle of her career.,0,4
s1016,American Me,2021-04-17,1992,126,Three friends born in poverty create their own capitalist dream as powerful gang members. Time in prison makes one of them consider a fresh beginning.,0,4
s1017,Delhi Belly,2021-04-17,2011,101,"Three flatmates get involved in the shady business belonging to one roomie's fiancé, and discover that a global crime syndicate is gunning for them.",0,0
s1018,Dhobi Ghat (Mumbai Diaries),2021-04-17,2010,102,"In this intimate drama, circumstances draw together four people from different castes – which would normally preclude them from forming friendships.",0,0
s1019,Jaane Tu... Ya Jaane Na,2021-04-17,2008,147,Soft-spoken Jai and spitfire beauty Aditi couldn't be more different – but their family and friends know that they're a perfect match.,0,1
s1020,Lagaan,2021-04-17,2001,224,"In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match.",0,3
s1021,Madness in the Desert,2021-04-17,2004,141,"The story of making ""Lagaan,"" one of the millennium's seminal Indian films, is told from the point of view of production team member Satyajit Bhatkal.",0,1
s1022,Peepli Live,2021-04-17,2010,109,Two indigent farmers consider suicide so that their families can collect a government subsidy that's paid to the relatives of deceased farmers.,0,0
s1023,Taare Zameen Par,2021-04-17,2007,162,"When daydreamer Ishaan is sent to boarding school, an unconventional art teacher tries to help the imaginative student discover his true identity.",0,3
s1024,Ajeeb Daastaans,2021-04-16,2021,142,Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,0,0
s1025,Arlo the Alligator Boy,2021-04-16,2021,93,"To find the father he never knew, optimistic Arlo leaves his swampy Southern home for New York City, making friends along the way. A musical adventure.",0,7
s1027,Barbie & Chelsea: The Lost Birthday,2021-04-16,2021,60,"When Barbie’s sister Chelsea thinks her birthday has been skipped, she hunts for a magic gem on a jungle island that will grant her wish to get it back.",0,9
s1028,Crimson Peak,2021-04-16,2015,119,"After marrying a mysterious British aristocrat, a young heiress moves into his crumbling, creepy ancestral home and finds it conceals sinister secrets.",0,4
s1030,Doctor Bello,2021-04-16,2013,96,A troubled doctor sets out to save the life of a miracle worker who cured his cancer patient using an unprecedented and mysterious remedy.,0,0
s1031,Four Sisters Before the Wedding,2021-04-16,2020,116,"When their parents' marriage threatens to crumble, the teenage Salazar siblings plot to reconcile them before their 20th wedding anniversary.",0,0
s1032,Into the Beat,2021-04-16,2020,102,A teen ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she follow her parents’ footsteps... or her newfound passion?,0,1
s1034,Rush,2021-04-16,2013,123,"In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.",0,4
s1035,Synchronic,2021-04-16,2020,102,Two paramedics begin to question their realities after coming across several bizarre deaths linked to a new narcotic with mind-bending effects.,0,4
s1036,The Zookeeper's Wife,2021-04-16,2017,127,"When the Nazis invade Poland, Warsaw Zoo caretakers work with the underground resistance to save Jews from the horrors of the Third Reich.",0,2
s1037,Time Trap,2021-04-16,2017,88,"While searching for their missing archaeology professor, a group of students discovers a cave where time passes differently than it does on the surface.",0,1
s1038,Tuesdays & Fridays,2021-04-16,2021,106,"To avoid the burden of commitment, a young lawyer and a writer agree to be romantic partners only two days a week. That won’t get complicated — right?",0,1
s1040,Dark City Beneath the Beat,2021-04-15,2020,65,"In this documentary, TT the Artist captures the irrepressible bounce and infectious beats of a Baltimore club scene that demands to be seen and heard.",0,0
s1042,GANTZ:O,2021-04-15,2016,96,Teams of recently deceased people who've been revived and given high-tech weapons must cooperate to defeat an army of monsters in Tokyo and Osaka.,0,0
s1043,Garth Brooks: The Road I’m On,2021-04-15,2019,1,"Revealing interviews and archive footage tell the story of Garth Brooks' humble beginnings, rise to fame and unprecedented impact on country music.",1,5
s1047,Only Mine,2021-04-15,2019,88,"After dating a charming cop who turns into an obsessive stalker, a small-town girl must save herself from his deadly ways.",0,1
s1051,Ride or Die,2021-04-15,2021,143,"Rei helps the woman she’s been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",0,0
s1053,The Master,2021-04-15,2012,137,"A heavy-drinking loner finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion.""",0,4
s1054,Time Is Illmatic,2021-04-15,2014,75,"Providing a behind-the-scenes look at the making of Nas's debut album, this documentary also delves into his deep connection to his New York roots.",0,0
s1056,Zoot Suit,2021-04-15,1981,103,"In this drama based on a 1940s trial, the members of a Mexican American gang are sentenced to San Quentin for a murder they may not have committed.",0,4
s1067,The Soul,2021-04-14,2021,130,"While investigating the death of a businessman, a prosecutor and his wife uncover occult secrets as they face their own life-and-death dilemma.",0,0
s1068,The Underclass,2021-04-14,2020,1,"After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity.",1,0
s1070,Uppena,2021-04-14,2020,145,"The son of a fishing community falls for a village head's daughter, but they face violent opposition from the girl’s doggedly old-fashioned father.",0,1
s1081,New Gods: Nezha Reborn,2021-04-12,2021,118,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.",0,1
s1084,The Stand-In,2021-04-10,2020,102,"Her career in shambles, a reclusive movie star hires her stand-in to go to rehab for her, not expecting how much the look-alike will relish the role.",0,4
s1086,Night in Paradise,2021-04-09,2021,132,"Hiding out in Jeju Island following a brutal tragedy, a wronged mobster with a target on his back connects with a woman who has her own demons.",0,0
s1087,Ojukokoro: Greed,2021-04-09,2016,108,"Down and out of luck, the manager of a shady gas station gets in over his head when he tries to steal from his grubby employers.",0,0
s1088,Roohi,2021-04-09,2021,133,"Hired to kidnap a bride, two bumbling pals face a wacky predicament when one falls for their abductee — and the other, for the spirit possessing her.",0,1
s1089,Thunder Force,2021-04-09,2021,107,Two childhood best friends reunite as an unlikely crime-fighting superhero duo when one invents a formula that gives ordinary people superpowers.,0,2
s1090,Two Distant Strangers,2021-04-09,2021,32,"In this Oscar-nominated short film, a man trying to go home to his dog gets stuck in a time loop that forces him to relive a deadly run-in with a cop.",0,0
s1091,Story of Kale: When Someone's in Love,2021-04-08,2020,78,"After leaving a toxic relationship, Dinda embarks on a romance with Kale, whose view on love soon shatters as he wrestles with his own insecurities.",0,5
s1099,Mandela,2021-04-05,2021,140,"Amid a local election with two rivals vying to win by any means necessary, a barber lands in a curiously powerful position as the single deciding vote.",0,1
s1100,The Fisherman's Diary,2021-04-04,2020,143,"Inspired by Nobel Peace Prize winner Malala Yousafzai, a young girl defies the expectations of her father and village to pursue an education",0,0
s1101,What Lies Below,2021-04-04,2020,88,"Back home at her lake house, a teenager begins to suspect that a sinister force lurks beneath the surface of her mother's too-perfect new lover.",0,0
s1102,Escape from Planet Earth,2021-04-03,2013,89,"This all-ages animated comedy follows the adventures of astronaut Scorch Supernova, a hero of the blue aliens who has a vast appetite for adventure.",0,3
s1103,Accepted,2021-04-02,2006,93,"Rejected by every college he applied to, a high school senior invents a fake university that will fool his parents and help his fellow outcasts.",0,2
s1104,Air Strike,2021-04-02,2018,97,The residents of Chongqing try to survive Japanese air raids as a U.S. military advisor trains a squadron of Chinese pilots desperate to fight back.,0,4
s1105,An American Girl: McKenna Shoots for the Stars,2021-04-02,2012,94,"A talented young gymnast struggles with her schoolwork and an injury. But with help from her tutor, she gets her confidence back.",0,9
s1106,Concrete Cowboy,2021-04-02,2021,112,"Sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit Philadelphia community of Black cowboys.",0,4
s1107,Cross: Rise of the Villains,2021-04-02,2019,100,"Armed with a mighty ancient amulet, a team of weapons experts joins forces to defend Los Angeles from supervillains with explosive powers of their own.",0,4
s1108,God Calling,2021-04-02,2018,120,"The loss of a child plunges Sade into a suicidal depression, but her suffering leads to faith – with a little assist from modern technology.",0,0
s1109,Irul,2021-04-02,2021,91,"When a car breakdown forces a couple to seek shelter in a nearby home, conversations with the stranger inside soon suggest there’s a killer among them.",0,0
s1110,Just Say Yes,2021-04-02,2021,98,Incurable romantic Lotte finds her life upended when her plans for a picture-perfect wedding unravel — just as her self-absorbed sister gets engaged.,0,0
s1111,Madame Claude,2021-04-02,2021,113,"In 1960s Paris, Madame Claude's influence extends beyond the world of sex work — until an affluent young woman threatens to change everything.",0,0
s1112,Wild Child,2021-04-02,2008,98,"Accustomed to getting her way, a wealthy teenage girl from Los Angeles is sent to a strict boarding school in England to clean up her act.",0,2
s1113,Woody Woodpecker,2021-04-02,2017,91,A rascally bird with a distinctive laugh pecks back with a vengeance when his forest habitat is threatened by a slick lawyer building his dream home.,0,3
s1114,2012,2021-04-01,2009,158,"When a flood of natural disasters begins to destroy the world, a divorced dad desperately tries to save his family by outrunning the cataclysmic chaos.",0,2
s1115,3 Idiots,2021-04-01,2009,164,"While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.",0,2
s1116,Ferrari Ki Sawaari,2021-04-01,2012,133,A father winds up involved with a stolen Ferrari as he tries to acquire the money to send his son to the leading cricket academy.,0,5
s1119,Insidious,2021-04-01,2010,103,"A family moves into a new home, where their son falls into a coma and eerie events begin to reveal something far more sinister is lurking in the house.",0,2
s1120,Into the Grizzly Maze,2021-04-01,2015,90,Estranged brothers Beckett and Rowan reunite in the Alaskan wild to confront a savage grizzly bear wreaking havoc on their hometown.,0,4
s1121,Kingsglaive: Final Fantasy XV,2021-04-01,2016,116,King Regis of Lucis orders his Kingsglaive warriors to stop the army of Niflheim before it invades and steals the crystal that gives Lucis its power.,0,2
s1122,Legally Blonde,2021-04-01,2001,96,"When dazzling L.A. sorority girl Elle Woods gets dumped by her snobby boyfriend, she decides to win him back by following him to Harvard Law School.",0,2
s1123,Madam Chief Minister,2021-04-01,2020,121,"Rising from disadvantage to become a state leader, a tenacious politician learns that with great power comes great responsibility, ruthlessness and risk.",0,1
s1125,Maximum Risk,2021-04-01,1996,101,"After discovering he's a twin when a look-alike turns up dead, a French cop assumes his brother's identity to uncover the truth and seek vengeance.",0,4
s1127,My Fair Lady,2021-04-01,1964,173,"When a Cockney flower girl takes elocution lessons from an aloof professor, he decides to introduce her to high society, transforming both their lives.",0,6
s1129,S.W.A.T.: Under Siege,2021-04-01,2017,89,"When a S.W.A.T. team takes in a mysterious, high-profile prisoner, international threats unleash a barrage of attacks on their compound to retrieve him.",0,4
s1132,Seven Souls in the Skull Castle: Season Flower,2021-04-01,2017,181,"Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in this “Flower” version of the bold show performed in a 360º theater.",0,1
s1134,Sniper: Ghost Shooter,2021-04-01,2016,99,Snipers ordered to protect a gas pipeline from terrorists suspect a security breach when they're targeted by a ghost shooter who knows their location.,0,4
s1135,Starship Troopers: Traitor of Mars,2021-04-01,2017,88,"When a corrupt official plans to sabotage the planet Mars, it’s up to Rico and a group of fresh recruits to fend off a surprise bug attack on their own.",0,4
s1136,Takers,2021-04-01,2010,107,An elite crew of bank robbers sets up a daring heist after a former associate persuades them to target an armored car that could be their biggest score.,0,2
s1137,Tersanjung the Movie,2021-04-01,2021,114,"After growing up in a tumultuous household, Yura finds herself in a love triangle with two close friends as she faces a personal and financial crisis.",0,1
s1138,The Knight and the Princess,2021-04-01,2019,96,"A fictional account of the heroic quests of a 7th-century knight, from rescuing hostages abducted by pirates in the Indian Sea to taking on a tyrant.",0,5
s1139,The Pianist,2021-04-01,2002,149,Famed Polish pianist Wladyslaw Szpilman struggles to survive the onslaught of Nazi tyranny during World War II in this drama based on his memoirs.,0,4
s1140,The Stepfather,2021-04-01,2009,102,A series of mysterious events makes a teenager suspect that his mother's new boyfriend may be a dangerous serial killer known for preying on families.,0,2
s1141,Universal Soldier: The Return,2021-04-01,1999,83,An ex-Universal Soldier working to design smarter cyborg warriors discovers that the supercomputer controlling the soldiers has a sinister agenda.,0,4
s1142,Wazir,2021-04-01,2016,98,"Helping an amputee grandmaster settle the score for his tragic past, a grieving detective unravels a conspiracy more complicated than he imagined.",0,1
s1143,White Boy,2021-04-01,2017,83,"This true-crime documentary exposes new facts about alleged teen drug lord ""White Boy Rick"" and his lesser-known role as an FBI informant.",0,0
s1145,Yes Man,2021-04-01,2008,104,"After a bitter divorce, a loan officer falls under the sway of a self-help guru who urges him to say yes to everything that comes his way for a year.",0,2
s1146,At Eternity's Gate,2021-03-31,2018,111,Wild artistic inspiration and emotional turmoil fill painter Vincent van Gogh's last years as he struggles to bring his unique vision to the world.,0,2
s1148,Not a Game,2021-03-31,2020,98,"This documentary offers an honest look at our fraught, complex relationship to video games from the perspectives of gamers and their concerned parents.",0,0
s1151,7 Yards: The Chris Norton Story,2021-03-30,2021,93,"The true story of former college football player Chris Norton, who defied the odds after a devastating accident — with the woman he loves by his side.",0,5
s1152,Octonauts & the Ring of Fire,2021-03-30,2021,73,"When red-hot volcanoes start a chain reaction of disasters across the ocean, the Octonauts must work together to face their biggest challenge yet.",0,9
s1154,Mandela: Long Walk to Freedom,2021-03-29,2013,141,This in-depth biopic portrays groundbreaking South African leader Nelson Mandela's fight against political oppression and virulent racism.,0,2
s1155,Lawless,2021-03-28,2012,116,"This true-to-life action saga profiles Virginia's bootlegging Bondurant brothers, whose exploits during the Prohibition era made them outlaw heroes.",0,4
s1157,A Week Away,2021-03-26,2021,98,"In this uplifting musical, a troubled teen takes a leap of faith by attending summer camp — and unexpectedly finds love, friends and a place to belong.",0,5
s1161,Croupier,2021-03-26,1998,95,"A would-be writer lands a job as a croupier to make ends meet. But when he becomes involved with a gambler, he is lured into taking part in a heist.",0,0
s1163,Keeping the Bees,2021-03-26,2020,93,Ayşe returns from Germany to her Black Sea hometown and sets out to fulfill her mom's dying wish — to care for her beloved bee farms.,0,1
